epoch,train_loss,train_recon,train_velocity,train_commit,train_perplexity,val_loss,val_recon,val_velocity,val_commit,val_perplexity,lr,epoch_sec,best_val_so_far
1,0.4078286786874135,0.39427649974823,0.027075620368123055,0.0007186083433528742,113.1303316752116,0.4054267704486847,0.3922744393348694,0.026270097121596336,0.0008636179845780134,15.400530815124512,0.0001,7.302529119999235,0.4054267704486847
2,0.40600446859995526,0.39253227909406024,0.02688292662302653,0.001536427434378614,9.645614941914877,0.4041091799736023,0.39091163873672485,0.026249198243021965,0.003647433128207922,6.759092807769775,0.0001,4.304393464000896,0.4041091799736023
3,0.4037407338619232,0.3901134232680003,0.027093172694245975,0.004036875053619345,15.261904875437418,0.4008961021900177,0.38754627108573914,0.02661210112273693,0.0021895982790738344,28.035451889038086,0.0001,3.8966643949988793,0.4008961021900177
4,0.3987736900647481,0.38514283299446106,0.02711992897093296,0.003544427299251159,23.639504114786785,0.3952051103115082,0.38175538182258606,0.026545055210590363,0.008860106579959393,15.903051376342773,0.0001,4.115636884000196,0.3952051103115082
5,0.39329155286153156,0.37964412569999695,0.027023418496052425,0.006785364588722587,20.563392003377277,0.3877095580101013,0.37449294328689575,0.026332272216677666,0.0025238103698939085,29.208820343017578,0.0001,3.9308759960003954,0.3877095580101013
6,0.38826946417490643,0.37466463446617126,0.027073896179596584,0.0033942859154194593,31.878978093465168,0.38519999384880066,0.37190473079681396,0.02644846960902214,0.0035514342598617077,40.85369110107422,0.0001,3.55843076400015,0.38519999384880066
7,0.38461989164352417,0.37096380194028217,0.027158222471674282,0.003848674319063624,43.186841328938804,0.38051745295524597,0.367142915725708,0.026623321697115898,0.003143584355711937,48.53392791748047,0.0001,3.6936087329995644,0.38051745295524597
8,0.3799190819263458,0.3662545382976532,0.027064018572370212,0.006626874363670747,40.088932037353516,0.3771640956401825,0.36353394389152527,0.026692580431699753,0.014193891547620296,32.1411247253418,0.0001,3.713272727000003,0.3771640956401825
9,0.37601391474405926,0.36232667167981464,0.02701481431722641,0.008991520230968794,42.92910067240397,0.37038180232048035,0.35706380009651184,0.026492509990930557,0.0035871376749128103,67.52106475830078,0.0001,3.7773592459998326,0.37038180232048035
10,0.3721924424171448,0.3585936824480693,0.027034812917311985,0.0040673633726934595,69.92394765218098,0.3685101270675659,0.3552289307117462,0.02635733224451542,0.005125833209604025,71.8297119140625,0.0001,3.443451332999757,0.3685101270675659
11,0.36928749084472656,0.35559338331222534,0.027072085067629814,0.007903726616253456,67.95915222167969,0.3672933876514435,0.35388681292533875,0.026467585936188698,0.008639117702841759,73.53264617919922,0.0001,3.7425766209998983,0.3672933876514435
12,0.364139328400294,0.35045887033144635,0.02699103889365991,0.009247644804418087,73.47878519694011,0.36294010281562805,0.34939339756965637,0.026661580428481102,0.01079542376101017,72.06196594238281,0.0001,3.6678478229987377,0.36294010281562805
13,0.359565128882726,0.3456958830356598,0.026992674296100933,0.018645501385132473,66.08255132039388,0.35770556330680847,0.3439611792564392,0.02640928328037262,0.026987537741661072,64.00079345703125,0.0001,3.19728319099886,0.35770556330680847
14,0.35655950506528217,0.3425260086854299,0.027056001126766205,0.02527499447266261,63.89582061767578,0.35323289036750793,0.3396224081516266,0.026460984721779823,0.018999522551894188,69.77420806884766,0.0001,3.9043172000001505,0.35323289036750793
15,0.3521682222684224,0.33831440409024555,0.026990826552112896,0.017920158803462982,73.89780934651692,0.35054776072502136,0.3371095061302185,0.026324506849050522,0.013800214044749737,85.27862548828125,0.0001,3.345457090999844,0.35054776072502136
16,0.34904269377390545,0.33509571353594464,0.02708509812752406,0.020221841832002003,84.1266377766927,0.34945306181907654,0.3357708752155304,0.02641284465789795,0.023788180202245712,84.4866943359375,0.0001,3.603517366000233,0.34945306181907654
17,0.34725357095400494,0.33307700355847675,0.02714220993220806,0.03027346854408582,84.05451965332031,0.3432998061180115,0.3295712172985077,0.026554424315690994,0.022568553686141968,94.73283386230469,0.0001,3.6506811039998865,0.3432998061180115
18,0.3426927129427592,0.32873215277989704,0.02692350248495738,0.024940602481365204,93.08718363444011,0.3399643003940582,0.3262734115123749,0.026533037424087524,0.021218208596110344,98.94031524658203,0.0001,3.532296553001288,0.3399643003940582
19,0.34179677565892536,0.32773974537849426,0.027047897999485333,0.026654254645109177,93.5318832397461,0.33943110704421997,0.32564201951026917,0.026583576574921608,0.024865100160241127,98.13815307617188,0.0001,3.4492200870008674,0.33943110704421997
20,0.3382207949956258,0.32421935598055523,0.026952598243951797,0.026256995896498363,101.28809102376302,0.3385906517505646,0.3250657320022583,0.02608959563076496,0.024005621671676636,105.06149291992188,0.0001,3.560813729000074,0.3385906517505646
21,0.3372408449649811,0.3232440948486328,0.026902902250488598,0.027264366547266643,107.21370442708333,0.33517012000083923,0.3215446472167969,0.02634456381201744,0.022659773007035255,119.4086685180664,0.0001,3.525495771000351,0.33517012000083923
22,0.336247980594635,0.322252094745636,0.026998964448769886,0.024819278468688328,116.29311879475911,0.33636125922203064,0.3227918744087219,0.026256626471877098,0.02205432765185833,126.1019287109375,0.0001,3.592362879000575,0.33517012000083923
23,0.33472707867622375,0.3207401732603709,0.027007000520825386,0.02417043348153432,123.87511189778645,0.33554965257644653,0.3218939006328583,0.026426270604133606,0.02213076688349247,128.03717041015625,0.0001,3.3279710879996856,0.33517012000083923
24,0.33359549442927044,0.31967901190121967,0.026803137734532356,0.025745317960778873,126.41889190673828,0.3329867124557495,0.31939950585365295,0.026185696944594383,0.024717550724744797,131.70814514160156,0.0001,3.266718860000765,0.3329867124557495
25,0.3324018716812134,0.3184014956156413,0.026902003834644955,0.027468785022695858,129.24326833089194,0.3327806890010834,0.3191109299659729,0.02627619542181492,0.02658347599208355,132.70924377441406,0.0001,3.9536528940006974,0.3327806890010834
26,0.33253275354703266,0.318466583887736,0.02694382021824519,0.029713166877627373,131.1435089111328,0.33179178833961487,0.31799450516700745,0.026418687775731087,0.029397591948509216,135.712890625,0.0001,4.054040304001319,0.33179178833961487
27,0.3308334946632385,0.3167574902375539,0.026852811376253765,0.032480393846829735,131.3242645263672,0.3307865858078003,0.31707891821861267,0.02612314745783806,0.03230458125472069,134.9023895263672,0.0001,3.8267845709997346,0.3307865858078003
28,0.33002761006355286,0.31585561235745746,0.026942846054832142,0.03502895807226499,132.7792510986328,0.3301120698451996,0.31636300683021545,0.026121992617845535,0.03440384566783905,136.5045623779297,0.0001,3.630265756000881,0.3301120698451996
29,0.33041687806447345,0.31616247693697613,0.026896245156725247,0.04031421119968096,131.1554921468099,0.3295111060142517,0.3153577744960785,0.02663828805088997,0.041709329932928085,131.6323699951172,0.0001,3.5174045950006985,0.3295111060142517
30,0.3289707104365031,0.3146280348300934,0.026851040000716846,0.04585821678241094,129.2022908528646,0.3280297517776489,0.3139234483242035,0.026550279930233955,0.04155735298991203,136.08602905273438,0.0001,3.781729791999169,0.3280297517776489
31,0.3292279740174611,0.3146834870179494,0.0271417498588562,0.048680320382118225,135.20221964518228,0.33006924390792847,0.3160543143749237,0.02624812349677086,0.044544391334056854,137.17022705078125,0.0001,3.902718780000214,0.3280297517776489
32,0.3291963040828705,0.31463757157325745,0.02712974076469739,0.04969239110747973,137.16036478678384,0.32895946502685547,0.31480610370635986,0.02652105689048767,0.04464128613471985,143.9754180908203,0.0001,3.55310994499996,0.3280297517776489
33,0.3284813364346822,0.3140734334786733,0.02685250590244929,0.049082660426696144,140.54077657063803,0.3279411196708679,0.313746839761734,0.026409205049276352,0.04948364198207855,143.53904724121094,0.0001,3.3047918749998644,0.3279411196708679
34,0.32739068071047467,0.3129431903362274,0.026739948739608128,0.0538761243224144,141.7981211344401,0.32660025358200073,0.3124733567237854,0.02625693939626217,0.049921873956918716,147.13705444335938,0.0001,3.779828983000698,0.32660025358200073
35,0.3261614938577016,0.311637947956721,0.026857614517211914,0.054737439999977745,144.99007161458334,0.3260461688041687,0.31167349219322205,0.02648252807557583,0.05657033249735832,144.5482940673828,0.0001,3.5381020800014085,0.3260461688041687
36,0.32562850912412006,0.3109503885110219,0.026884105056524277,0.061803617825110756,144.18961588541666,0.32545164227485657,0.311238557100296,0.026197444647550583,0.055718522518873215,147.7916259765625,0.0001,3.638552016000176,0.32545164227485657
37,0.3254676361878713,0.3108142117659251,0.026861051718393963,0.06114516407251358,147.74483744303384,0.3263312578201294,0.31202077865600586,0.026341905817389488,0.05697668343782425,151.1796417236328,0.0001,3.819235431001289,0.32545164227485657
38,0.32483379046122235,0.31023189425468445,0.02673252671957016,0.06178148339192072,150.53433736165366,0.32456865906715393,0.3104572892189026,0.02605363540351391,0.05422787368297577,157.64349365234375,0.0001,3.8172896659998514,0.32456865906715393
39,0.3256055911382039,0.311105211575826,0.0267407385011514,0.05650129045049349,157.11096700032553,0.3255659341812134,0.31141477823257446,0.026218904182314873,0.05208534747362137,161.4681854248047,0.0001,3.4206382559987105,0.32456865906715393
40,0.3254331946372986,0.3107523024082184,0.02703799617787202,0.058094809452692665,158.6532948811849,0.323922723531723,0.3099368214607239,0.02590441145002842,0.051684487611055374,163.42007446289062,0.0001,3.6958259969997016,0.323922723531723
41,0.3237520754337311,0.30923550327618915,0.026819095015525818,0.0553517093261083,162.50698852539062,0.32518529891967773,0.31083041429519653,0.02647860161960125,0.05578003078699112,163.73269653320312,0.0001,3.822181547000582,0.323922723531723
42,0.32286866505940753,0.30836235483487445,0.026688292622566223,0.05810816337664922,162.35502115885416,0.32324865460395813,0.3089684247970581,0.026352304965257645,0.055204108357429504,164.46768188476562,0.0001,3.749979608999638,0.32324865460395813
43,0.3221166431903839,0.30756811300913495,0.026741844912370045,0.05888030305504799,163.49484252929688,0.3206412196159363,0.3064178228378296,0.02598862163722515,0.061453528702259064,163.964111328125,0.0001,3.9013108769995597,0.3206412196159363
44,0.32173341512680054,0.3069976369539897,0.026779780164361,0.06729433685541153,160.334228515625,0.3206084668636322,0.30626291036605835,0.02600030228495598,0.06727016717195511,160.3829345703125,0.0001,3.585593964000509,0.3206084668636322
45,0.32064109047253925,0.3057374656200409,0.02674042247235775,0.07667076090971629,153.04206339518228,0.3212882876396179,0.3065115809440613,0.026133093982934952,0.08550677448511124,148.1498565673828,0.0001,3.6181471300005796,0.3206084668636322
46,0.32104119658470154,0.3056854506333669,0.026707446202635765,0.10010084509849548,140.78914388020834,0.32182231545448303,0.30639082193374634,0.026339208707213402,0.11309444159269333,131.68768310546875,0.0001,3.7128984709997894,0.3206084668636322
47,0.32228726148605347,0.30627143383026123,0.0268850630770127,0.12866473694642386,122.44092559814453,0.3214681148529053,0.30555254220962524,0.026392826810479164,0.13595788180828094,113.206298828125,0.0001,3.6448159240007953,0.3206084668636322
48,0.32195666432380676,0.3055117428302765,0.02690361998975277,0.1496555209159851,116.06280008951823,0.31979602575302124,0.30365777015686035,0.02629880979657173,0.14944162964820862,115.24516296386719,0.0001,3.3961930669993308,0.31979602575302124
49,0.3198952078819275,0.3032909433046977,0.026741797104477882,0.1616678684949875,115.7082010904948,0.3194233477115631,0.30323344469070435,0.026036404073238373,0.15858598053455353,117.46601867675781,0.0001,3.610582657998748,0.3194233477115631
50,0.3197352985541026,0.30289586385091144,0.02675153004626433,0.1731841911872228,116.2320048014323,0.3188993036746979,0.3024350106716156,0.026054728776216507,0.17184633016586304,121.23529815673828,0.0001,3.4253240100006224,0.3188993036746979
51,0.3189484675725301,0.30183937152226764,0.026798805221915245,0.18548457324504852,114.73905181884766,0.3176198899745941,0.3011559844017029,0.025863055139780045,0.17661921679973602,117.1872329711914,0.0001,3.853845027000716,0.3176198899745941
52,0.3175231118996938,0.3005173106988271,0.02678454853594303,0.18067672848701477,119.55293273925781,0.31620076298713684,0.2997308671474457,0.02621499076485634,0.16811911761760712,126.00179290771484,0.0001,3.5786599349994503,0.31620076298713684
53,0.31570767362912494,0.29871992270151776,0.026840463280677795,0.1783758451541265,128.53231557210287,0.3160583972930908,0.2996649444103241,0.026108119636774063,0.16696883738040924,138.8751220703125,0.0001,3.603832278000482,0.3160583972930908
54,0.3143581251303355,0.2975182632605235,0.026628668730457623,0.1762759933869044,138.0096689860026,0.3117174208164215,0.2952568233013153,0.02619064785540104,0.1682644784450531,140.99880981445312,0.0001,3.794885749999594,0.3117174208164215
55,0.3142450253168742,0.29725170135498047,0.026791378234823544,0.17988174160321554,140.2522226969401,0.312856525182724,0.296339213848114,0.02604951523244381,0.17462822794914246,139.05165100097656,0.0001,3.3007453699992766,0.3117174208164215
56,0.31341758370399475,0.2963617146015167,0.026699936638275783,0.1852943350871404,141.49642944335938,0.3097367584705353,0.2932807207107544,0.02583201602101326,0.17700223624706268,141.58934020996094,0.0001,3.5398735409999063,0.3097367584705353
57,0.3123195469379425,0.29515837629636127,0.026678765192627907,0.19108904898166656,143.61415100097656,0.31138673424720764,0.29455453157424927,0.026079395785927773,0.18962426483631134,143.4639129638672,0.0001,3.6590689679997013,0.3097367584705353
58,0.31079190969467163,0.29336458444595337,0.026863886664311092,0.1997687816619873,145.82286580403647,0.30871355533599854,0.29173532128334045,0.026254411786794662,0.19255134463310242,146.05789184570312,0.0001,3.4253437940005824,0.30871355533599854
59,0.31000444293022156,0.29252108931541443,0.026820584510763485,0.2036528488000234,149.3431193033854,0.30994346737861633,0.2928120493888855,0.026379110291600227,0.1970934122800827,152.610107421875,0.0001,3.5666949469996325,0.30871355533599854
60,0.30893684426943463,0.29161542654037476,0.02676950829724471,0.196833536028862,153.62277221679688,0.30616962909698486,0.2892846465110779,0.02624550461769104,0.18811212480068207,153.4677734375,0.0001,3.499228143999062,0.30616962909698486
61,0.30739011367162067,0.2901025613149007,0.026570227618018787,0.20012259980042776,156.51828002929688,0.3060922920703888,0.2888277769088745,0.026066508144140244,0.2115631103515625,146.77911376953125,0.0001,3.253847866000797,0.3060922920703888
62,0.30682721734046936,0.28904837369918823,0.02658335119485855,0.2243580569823583,154.67858378092447,0.3055269122123718,0.2878566086292267,0.02597241848707199,0.23420478403568268,148.79054260253906,0.0001,3.1540139890003047,0.3055269122123718
63,0.3063453833262126,0.28798548380533856,0.026722076659401257,0.2499424616495768,156.30760192871094,0.30544084310531616,0.2870706021785736,0.02629651501774788,0.26110002398490906,154.11326599121094,0.0001,3.611555744000725,0.30544084310531616
64,0.306778887907664,0.28790367643038434,0.02661583696802457,0.27836448947588605,155.7052205403646,0.30802392959594727,0.28898000717163086,0.026245592162013054,0.2960566282272339,152.45352172851562,0.0001,3.3621672130011575,0.30544084310531616
65,0.3067341049512227,0.28714961806933087,0.02669001929461956,0.31197402874628705,154.6760050455729,0.30521076917648315,0.28601518273353577,0.026025880128145218,0.3091314435005188,151.7356719970703,0.0001,3.396308567998858,0.30521076917648315
66,0.30591173966725665,0.286099910736084,0.02665728268524011,0.32415976126988727,156.28473917643228,0.30601170659065247,0.2865581512451172,0.025848861783742905,0.3264567255973816,151.7937774658203,0.0001,3.4117311209993204,0.30521076917648315
67,0.3048806885878245,0.28463507692019147,0.026696374639868736,0.3448718786239624,156.5655263264974,0.3039970397949219,0.28352177143096924,0.026637502014636993,0.3578261435031891,147.95040893554688,0.0001,3.2970125310002913,0.3039970397949219
68,0.30396318435668945,0.28304993112881977,0.02663515756527583,0.379784216483434,153.05785115559897,0.30543166399002075,0.2845759689807892,0.026090478524565697,0.3905218839645386,146.27487182617188,0.0001,3.32548456800032,0.3039970397949219
69,0.3051420549551646,0.2836456596851349,0.026664722710847855,0.4082014163335164,151.19392903645834,0.30552980303764343,0.28443294763565063,0.02614404447376728,0.4012415111064911,149.36720275878906,0.0001,3.3771874440008105,0.3039970397949219
70,0.30426959196726483,0.2826632559299469,0.02668632132311662,0.41315850615501404,152.62134806315103,0.30157342553138733,0.2805728018283844,0.025904815644025803,0.40241023898124695,150.7882843017578,0.0001,3.276764827000079,0.30157342553138733
71,0.3039378623167674,0.28204843401908875,0.026729586844642956,0.4262315134207408,154.32258097330728,0.3008041977882385,0.279209703207016,0.026418063789606094,0.4192725718021393,151.8023223876953,0.0001,3.587205294999876,0.3008041977882385
72,0.3027958373228709,0.280864953994751,0.026678745945294697,0.4295751253763835,156.52265421549478,0.3007391393184662,0.27945855259895325,0.0259880181401968,0.41432812809944153,154.0334014892578,0.0001,3.589075679999951,0.3007391393184662
73,0.301235169172287,0.2793760597705841,0.026662541553378105,0.4263919989267985,158.63270060221353,0.29904940724372864,0.2775116264820099,0.02597850374877453,0.42742615938186646,155.88522338867188,0.0001,3.2967555199993512,0.29904940724372864
74,0.300082266330719,0.2780799667040507,0.026523437971870106,0.43702946106592816,159.66763814290366,0.2981069087982178,0.27672502398490906,0.025904027745127678,0.4214947521686554,161.53233337402344,0.0001,3.4739855020015966,0.2981069087982178
75,0.2999781568845113,0.27790937821070355,0.026795527587334316,0.43355077505111694,163.6086883544922,0.29555660486221313,0.2742619216442108,0.026041127741336823,0.4137049615383148,164.46995544433594,0.0001,3.7154959780000354,0.29555660486221313
76,0.2994431058565776,0.27754002809524536,0.026830389474829037,0.4243943790594737,167.3715565999349,0.29518646001815796,0.27394771575927734,0.026179980486631393,0.40743765234947205,168.73553466796875,0.0001,3.51782981299948,0.29518646001815796
77,0.2975993553797404,0.2757652699947357,0.026479067901770275,0.4297272364298503,170.30486043294272,0.2960803210735321,0.2749694585800171,0.025851795449852943,0.40924859046936035,171.35032653808594,0.0001,3.2735548430009658,0.29518646001815796
78,0.29822911818822223,0.276415894428889,0.026608142380913097,0.42545836170514423,172.56581115722656,0.2955033779144287,0.27420514822006226,0.02595122531056404,0.4161309003829956,171.70840454101562,0.0001,3.3691477150005085,0.29518646001815796
79,0.2960738738377889,0.27441691358884174,0.026531344279646873,0.41956456502278644,175.58350626627603,0.2938934564590454,0.2724091410636902,0.026106860488653183,0.42154461145401,173.61170959472656,0.0001,3.378312877999633,0.2938934564590454
80,0.294893612464269,0.2731425364812215,0.02649146007994811,0.42526745796203613,179.0539296468099,0.29415157437324524,0.27286267280578613,0.025944851338863373,0.4158250093460083,179.32254028320312,0.0001,3.441905002000567,0.2938934564590454
81,0.29466598232587177,0.273055762052536,0.026631857578953106,0.41471495230992633,184.37734985351562,0.2945757210254669,0.2733467221260071,0.026075897738337517,0.40955179929733276,183.8057861328125,0.0001,3.4321677909993014,0.2938934564590454
82,0.2945744792620341,0.2731013000011444,0.02648794713119666,0.41145987311999005,186.95910135904947,0.29397186636924744,0.272909551858902,0.025978518649935722,0.40365275740623474,186.36585998535156,0.0001,3.494198894000874,0.2938934564590454
83,0.29408032695452374,0.2724744975566864,0.026578305910031002,0.41583388050397235,190.1448720296224,0.29380369186401367,0.2727067470550537,0.025836914777755737,0.40892428159713745,185.28536987304688,0.0001,3.6306633500007592,0.29380369186401367
84,0.29326651493708294,0.2718457182248433,0.026502531642715137,0.40847623348236084,191.2198232014974,0.29052767157554626,0.26944538950920105,0.025773126631975174,0.4097857177257538,185.89048767089844,0.0001,3.376106345000153,0.29052767157554626
85,0.2920522789160411,0.2704739769299825,0.02647221398850282,0.4171096682548523,191.45780436197916,0.28966251015663147,0.26853135228157043,0.025952039286494255,0.4077565371990204,190.96852111816406,0.0001,3.5940396930000134,0.28966251015663147
86,0.29183894395828247,0.2702385187149048,0.026482002809643745,0.4179712136586507,194.0272013346354,0.28968995809555054,0.26847314834594727,0.02611682191491127,0.4079195261001587,195.63885498046875,0.0001,3.635868212000787,0.28966251015663147
87,0.2911343773206075,0.26948169867197674,0.02656483401854833,0.41851259271303815,196.9560546875,0.2888326644897461,0.2676931619644165,0.02593413181602955,0.4086214303970337,195.58297729492188,0.0001,3.6188683960008348,0.2888326644897461
88,0.29044769207636517,0.26882245143254596,0.026594846198956173,0.4163911243279775,198.7666982014974,0.2901022136211395,0.2689235508441925,0.02593672275543213,0.4105152189731598,196.6895751953125,0.0001,3.5282140920007805,0.2888326644897461
89,0.29057756066322327,0.26893150806427,0.026484619826078415,0.420187383890152,200.19762674967447,0.2926502525806427,0.27145636081695557,0.026031268760561943,0.40891289710998535,201.70921325683594,0.0001,3.7745168229994306,0.2888326644897461
90,0.290799617767334,0.2692453662554423,0.02652677645285924,0.4145432114601135,204.92401631673178,0.2888272702693939,0.2676084041595459,0.02622908353805542,0.40521669387817383,204.02578735351562,0.0001,3.640014363998489,0.2888272702693939
91,0.2892761528491974,0.2677459220091502,0.02654985835154851,0.4127657214800517,206.9674835205078,0.2894286513328552,0.26831454038619995,0.02567399851977825,0.41385599970817566,204.48219299316406,0.0001,3.4275165870003548,0.2888326644897461
92,0.28890809416770935,0.2672860225041707,0.026524337629477184,0.4179951051870982,208.26512654622397,0.2852023243904114,0.264119952917099,0.025801578536629677,0.4090788960456848,207.96224975585938,0.0001,3.6929281519987853,0.2852023243904114
93,0.2880854606628418,0.2664947013060252,0.02645137843986352,0.4182541271050771,210.62044779459634,0.28672531247138977,0.26547303795814514,0.02589702606201172,0.41518792510032654,210.9635772705078,0.0001,3.54856566700073,0.2852023243904114
94,0.2873210708300273,0.2655794024467468,0.026505695655941963,0.42444096008936566,212.7824961344401,0.2852662205696106,0.26408252120018005,0.025672608986496925,0.4173696041107178,212.59133911132812,0.0001,3.567662740000742,0.2852023243904114
95,0.2881402870019277,0.266403466463089,0.026340459783871967,0.4283302923043569,213.45382181803384,0.2857702970504761,0.2644662857055664,0.026057478040456772,0.4137633740901947,213.41065979003906,0.0001,3.6060093529995356,0.2852023243904114
96,0.28646795948346454,0.2646162311236064,0.026442100604375202,0.4315339724222819,214.8268025716146,0.286704421043396,0.2650447189807892,0.02595524676144123,0.4341038465499878,216.10757446289062,0.0001,3.483873230001336,0.2852023243904114
97,0.28682319323221844,0.26482197642326355,0.026364939908186596,0.4409370720386505,214.70794169108072,0.2853606939315796,0.2637288272380829,0.025755323469638824,0.4377092719078064,213.2865447998047,0.0001,3.34915280200039,0.2852023243904114
98,0.2873390813668569,0.2651691933472951,0.026521197830637295,0.44546468059221905,215.27450052897134,0.2888844311237335,0.26697322726249695,0.025738462805747986,0.45209792256355286,212.15618896484375,0.0001,3.657016390001445,0.2852023243904114
99,0.2883644898732503,0.266204575697581,0.026440317432085674,0.44698771834373474,218.25493876139322,0.28922683000564575,0.2671903073787689,0.02599007450044155,0.452073872089386,215.9593505859375,0.0001,3.337798404998466,0.2852023243904114
100,0.28696852922439575,0.2645379801591237,0.026465661823749542,0.4598854184150696,217.98932393391928,0.2849898338317871,0.2628677189350128,0.02589351125061512,0.45876821875572205,218.54281616210938,0.0001,3.5709534069992515,0.2849898338317871
101,0.2862549026807149,0.2637758255004883,0.026315908258159954,0.4660566548506419,215.83499145507812,0.2861329913139343,0.26367831230163574,0.02590702287852764,0.4750579297542572,216.956298828125,0.0001,3.964491918999556,0.2849898338317871
102,0.28624504804611206,0.2633860210577647,0.026421628271540005,0.4824110170205434,214.73177083333334,0.28345751762390137,0.26109579205513,0.02527770772576332,0.48614341020584106,214.60687255859375,0.0001,3.437654895000378,0.28345751762390137
103,0.28562092781066895,0.26245347658793133,0.02646701969206333,0.4966973265012105,214.67045084635416,0.28404179215431213,0.2607286870479584,0.026073040440678596,0.5138286352157593,208.32212829589844,0.0001,3.455738474998725,0.28345751762390137
